RecipeID,Name,TimeRequired,Instructions,Portions,Cuisine,DishID
803,Healthy Chicken Korma,30,"1) Grind your whole spices in a spice grinder.
2) Place the yoghurt into a bowl with the turmeric, cumin, cinnamon, coriander, saffron, ginger and garlic and mix well to combine the flavours.
3) Add the chicken pieces into the yoghurt mixture and coat all the chicken. Leave to marinade for as long as possible.
4) Heat some oil in a pan and cook the onion until it softens and just starts turning golden (you don't want them too brown). If the onions catch on the bottom of the pan, just add a splash of water to help them cook down.
5) Add the chicken and marinade to the pan and stir until the meat just starts to cook.
6) Reduce the heat and place the lid on the pan and leave to cook for 5 minutes.
7) Remove the lid and stir in the ground almonds and coconut. If it seems dry, add a little splash of hot water and allow the chicken to cook for a couple of minutes until the chicken is cooked through. Remove the pan from the heat.
8) Toast some almond slivers in a dry pan until golden, remove and set to one side.
9) When ready to serve, add some fresh coriander and the toasted almonds.
",4.0,Indian,803
804,Brown Lentil Dhal,30,"1) Place the lentils in the pressure cooker with about 700ml of cold water and one tsp salt.
2) Put the lid on the pan and secure it as instructed. Bring to the boil and allow the cooker to whistle three times.
3) Reduce heat and leave it to simmer for 10 minutes. Remove from the heat and leave to cool - DO NOT REMOVE THE LID.
4) In a frying pan heat the butter and add the onions and fry until lightly browned. Reduce the heat and add the tomatoes, ginger, chilli, turmeric and cook down so the tomatoes and onions melt, creating a thick masala paste. This will take about 10 minutes.
5) Ensure the steam has been released from the pressure cooker and open the lid.
6) Check the dhal is cooked by squeezing some lentils between your fingers. If they are still hard check the water level (add a little more if required) and re-place lid on the cooker and repeat as per step 2. Once the lentils are soft they are ready.
7) Add the masala paste to the cooked dhal and cook together for a few minutes.
8) Sprinkle in the garam masala and coriander to serve.
",4.0,Indian,804
805,Thari Wala Chicken,30,"1) Skin the chicken, removing any excess fat.
2) Heat oil in a pan and add the onion and garlic. Fry on a high heat for a few minutes then reduce the heat and cook gently for about 20 minutes until they turn a lovely dark golden brown. If they stick to the bottom of the pan reduce the heat and add a dash of hot water as and when required.
3) Once browned add the tinned tomatoes, ginger, salt, turmeric, coriander stalks and chopped chilli. Increase the heat to high.
4) Let the onions and tomatoes melt together creating a thick aromatic masala paste. This will take about 5-10 minutes so be patient! Once the paste is shiny and thick add the chicken pieces and stir to coat.
5) Turn the heat up and fry the chicken for 5 minutes.
6) Reduce the heat to the lowest setting and put the lid on the pan. Leave to cook for 20 - 25 minutes until the chicken is cooked and the meat is starting to fall away from the bone.
7) Once cooked, add enough boiling water to just cover the chicken and cook for another few minutes then remove from the heat.
8) Stir in the garam masala, throw in the coriander and serve.
",4.0,Indian,805
806,Achaari Bangun,30,"1) In a heavy bottom pan, dry roast all the spices on a medium low heat until fragrant and nutty. Shake the pan so they don't burn. Remove from the heat and put into a bowl so they don't continue to cook.
2) Allow the spices to cool completely then in a spice grinder blitz to a fine powder.
",4.0,Indian,806
807,Aloo Bangun,30,"1) Heat the oil in a wok or karahi and add 1 tsb of mustard seeds. Once sizzling, add 1 tsp cumin seeds and fry until they become fragrant.
2) Then add 1 sliced onion and continue to cook until soft and lightly browned. .
3) Reduce the heat a little and add 200 g tomatoes, 1 tsp salt, 1 tsp turmeric, 1 finely chopped chilli and 1 tbsp grated ginger. .
4) Cook until the onions and tomatoes melt together to create a thick, aromatic masala paste (5-10 minutes). .
5) Add 2 cubed potatoes and stir to coat with the sauce. Reduce the heat cover the pan with the lid and leave to cook for 5 minutes. Add a little drop of water if required. .
6) Stir in the 2 cubed aubergines and coat them with the masala. .
7) Replace lid and leave to cook for 25-30 minutes stirring occasionally, until cooked through. .
8) Once soft and cooked through sprinkle the curry with garam masala and fresh coriander before serving.
",4.0,Indian,807
808,Bombay Aloo,30,"1) Heat the oil in a pan and add the mustard seeds and curry leaves.
2) Once the mustard seeds splutter stir in the onions and cook until they turn a light golden brown colour.
3) Place the coriander and cumin seeds into a pestle and mortar and pound to a powder. Add this, the turmeric, green chillies and chilli powder to the onions.
4) After a minute the spices will become fragrant, stir in the potatoes and salt then cook for about 5 minutes.
5) Reduce the heat and stir in a splash of water. Place the lid on the pan and leave to steam for about 15-20 minutes until the potatoes are soft.
6) Remove from the heat and finish with one teaspoon garam masala and a handful of fresh coriander.
",4.0,Indian,808
809,Coriander Fish,30,"1) Sprinkle the fish with salt and turmeric powder and leave to marinade for 15 minutes.
",4.0,Indian,809
810,Hariyali Chicken,30,"1) Clean, wash and pat dry the chicken pieces.
2) Put the cumin seeds into a pestle and mortar and roughly crush the seeds.
3) Place the mint, coriander, ginger, garlic, chillies, lemon juice, salt and oil into a blender and blitz to a paste.
4) Empty this paste into a bowl and mix in the yoghurt and crushed cumin seeds.
5) Combine the chicken and the marinade and let it sit for at least 30 minutes but overnight is better.
6) Cook in the oven at 180°C for 25 minutes or on the barbecue for about 10-15 minutes until cooked through.
",6.0,Indian,810
811,Jeera Aloo,30,"1) Boil the potatoes gently with the skin on for about 10 minutes. Once cooled peel and cut them into 4cm cubes and set to one side.
2) Dry roast the coriander seeds and 1 tsp of cumin seeds until fragrant then remove from the heat and cool before crushing.
3) Heat oil and add remaining cumin seeds once sizzling and fragrant, stir in the sliced green chillies and sliced ginger. Saute for a few seconds, reduce the heat and then add the roasted spice powder, turmeric powder, chilli powder and salt.
4) Add the boiled and cubed potatoes. Mix well so that it is well coated with the seasoning.
5) Cook on a gentle heat for 10 minutes stirring occasionally - you don't want them to turn into mash.
6) Add the amchoor powder and garnish with coriander leaves.
",6.0,Indian,811
812,Cabbage Thoran,30,"1) Heat the oil in a large saucepan or karahi. When it is hot, add the mustard seeds followed by the curry leaves, cumin seeds and dried chillies.
2) Stir for about 30 seconds, then add the grated ginger, turmeric, salt and black pepper and fry for 30 seconds.
3) Stir in the cabbage and cook over a medium heat for 5-7 minutes. You may need to add a splash of water.
4) Once the cabbage is tender, stir in the green chillies and coconut. Heat through for a few minutes and serve.
5) Perfect with some fresh boiled rice.
",4.0,Indian,812
813,Keralan Fish Curry,30,"1) Coat the fish in salt and turmeric
2) Heat a tbsp of coconut oil in a shallow large based pan.
3) Add the mustard seeds with the curry leaves till the seeds start to pop.
4) Add the sliced shallots, garlic, ginger and chilli, and cook on a medium heat for 5 minutes, till softened.
5) Mix together the chilli powder and turmeric with a splash of water to make a paste (this stops the turmeric burning), and then stir into the pan.
6) Add the coconut milk and heat through. When you are ready to serve add the chopped tomatoes and stir in the fish. Cook on a gentle heat for about 5 minutes until the fish is cooked through.
7) Check the seasoning then sprinkled with fresh chopped coriander and some with fragrant basmati rice.
",6.0,Indian,813
814,Masala Machchi,30,"1) Heat oven to 180°C.
",2.0,Indian,814
815,Mixed Vegetable Sabjee,30,"1) Heat the oil in a karahi or wok and add the mustard seeds, when sizzling add the cumin seeds until fragrant.
2) Add the onions and garlic then fry until soft and lightly browned (about 10 minutes)
3) Reduce the heat and add the tomatoes, ginger, salt, turmeric, chilli and fenugreek. Continue to cook so the onions and tomatoes melt together to create a thick, aromatic masala paste.
4) Add the chopped vegetables and stir to coat with the sauce.
5) Reduce the heat cover the pan with the lid and leave to cook for about 10-20 minutes, stirring occasionally until the vegetables are cooked through.
6) Once cooked sprinkle with garam masala and fresh coriander before serving.
",4.0,Indian,815
816,Simply Spiced Seasonal Vegetables,30,"1) Heat water in a pan and blanch the cauliflower, broccoli, baby corn, asparagus and green beans for a minute or so just to soften. Remove and run under cold water.
2) Heat oil in a frying pan and add cumin seeds.
3) Once fragrant add the mushrooms and saute for just a minute.
4) Add the remaining vegetables except the spinach.
5) Toss the vegetables to heat thoroughly for a few minutes.
6) Add the butter then add the spinach. Toss all the vegetables together.
7) Add a little salt and crushed black pepper.
8) Squeeze in a little lemon juice and remove from the heat, check the seasoning and serve.
",4.0,Indian,816
817,Aloo Gobi,30,"1) Prepare your cauliflower by cutting into florets, wash and drain. Ensure it's thoroughly dry before cooking.
2) Heat the oil in a karahi and add the mustard seeds. Once sizzling add the cumin seeds.
3) Add the onions and garlic then fry until soft and lightly browned.
4) Once browned reduce the heat a little and add the tomatoes, ginger, salt, turmeric, chilli and dried fenugreek leaves.
5) Continue to cook so the onions and tomatoes melt together to create a thick, aromatic masala paste.
6) Add the potatoes and stir to coat with the sauce.
7) Reduce the heat, cover the pan with the lid and leave to cook for 10 minutes, stirring occasionally.
8) Add the cauliflower and stir into the sauce to coat. Replace lid and leave to cook for a further 25-30 minutes until cooked.
9) Turn the vegetables occasionally but do not stir too vigorously as you don't want the cauliflower or potato to turn mushy. Once cooked sprinkle with garam masala and fresh coriander before serving.
",4.0,Indian,817
